,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_10m,45_of_Earned_max_10m,100_of_Earned_upto_45_Gross_max_10m,NAME,STATE,NAICS,NTEEFINAL
197861,396120448,201812,277023,48573,571801,501150,602035,2019-990,270915.75,21857.850000000002,48573.0,CABLE NATURAL HISTORY MUSEUM INC,WI,712110.0,A54
197911,10211777,201809,430250,186573,734116,1041937,1136977,2019-990,511639.65,83957.85,186573.0,ABBE MUSEUM,ME,712110.0,A53
197930,910828572,201809,235807,58355,732540,942237,1045000,2019-990,470250.0,26259.75,58355.0,YAKIMA VALLEY MUSEUM & HIST ASSN,WA,712110.0,A54
197943,566074528,201812,150453,14399,237944,366368,381315,2019-990,171591.75,6479.55,14399.0,HISTORIC WILMINGTON FOUN INC,NC,712120.0,A82
197974,222621965,201809,121554,118672,253527,222950,253527,2019-990,114087.15000000001,53402.4,114087.15000000001,FOURTH OF JULY TOWN CELEBRATION COMMITTEE INC,CT,712120.0,A84
198178,586032761,201812,89796,65119,207483,150626,231011,2019-990,103954.95,29303.55,65119.0,SOCIETY OF THE CINCINNATI IN THE STATE OF GEORGIA,GA,712120.0,A82
198184,260494124,201812,250000,0,290754,18399,391574,2019-990,176208.30000000002,0.0,0.0,STRATEGIC AIR & SPACE MUSEUMFOUNDATION,NE,712110.0,A50
198240,455412858,201812,933188,0,935097,3125,935283,2019-990,420877.35000000003,0.0,0.0,GRASSY ISLAND RANGE LIGHTS INC,WI,712120.0,A82
198242,471708496,201812,12505,39380,55673,132167,55673,2019-990,25052.850000000002,17721.0,25052.850000000002,TAMMY WYNETTE LEGACY PARK,MS,712110.0,A54
198263,540541801,201809,6475925,871100,11645967,10412091,17021886,2019-990,7659848.7,391995.0,871100.0,MARINERS MUSEUM,VA,712110.0,A50
198298,475555968,201812,115114,0,116118,96919,124536,2019-990,56041.200000000004,0.0,0.0,MATHER HOMESTEAD FOUNDATION INC,CT,712120.0,A80
198321,752699500,201812,368986,0,236091,157754,236091,2019-990,106240.95,0.0,0.0,AMERICAN PAINT HORSE HERITAGE FOUNDATION INC,TX,712110.0,A54
198366,208950470,201812,13524,245449,286143,291754,328011,2019-990,147604.95,110452.05,147604.95,FRANKFORT CHILDRENS MUSEUM NFP,IL,712110.0,A50
198439,621048065,201812,144850,7079,163896,128633,248407,2019-990,111783.15000000001,3185.55,7079.0,SWIFT MUSEUM FOUNDATION INC,TN,712110.0,A50
198480,61621858,201812,7029796,0,7054279,1372933,7564247,2019-990,3403911.15,0.0,0.0,NATIONAL COAST GUARD MUSEUM ASSOCIATION INC,CT,712110.0,A54
198500,460373113,201812,20506,0,82543,117395,361616,2019-990,162727.2,0.0,0.0,TIMBER LAKE AND AREA HISTORICAL SOCIETY INC,SD,712120.0,A82
198529,546044234,201812,70652,4390,237020,205134,464846,2019-990,209180.7,1975.5,4390.0,CLARKE COUNTY HISTORICAL ASSOCIATION INC,VA,712110.0,A54
198536,223648277,201812,34414,0,130100,104682,156017,2019-990,70207.65000000001,0.0,0.0,VINTAGE AUTOMOBILE MUSEUM OF NEW JERSEY INC,NJ,712110.0,A50
198562,237033129,201810,182114,4612,191285,18039,191285,2019-990,86078.25,2075.4,4612.0,MENARD COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
198662,421071185,201812,917175,24425,1132007,774062,1804868,2019-990,812190.6,10991.25,24425.0,DUBUQUE MUSEUM OF ART,IA,712110.0,A51
198681,272220709,201812,35997,110249,146987,371997,146987,2019-990,66144.15000000001,49612.05,66144.15000000001,NIAGARA FALLS UNDERGROUND RAILROAD HERITAGE COMMISSION INC,NY,712110.0,A54
198741,936041248,201812,258007,51723,328223,256613,328223,2019-990,147700.35,23275.350000000002,51723.0,COOS ART MUSEUM,OR,712110.0,A51
198800,742498589,201812,203571,12713,219638,110493,227380,2019-990,102321.0,5720.85,12713.0,BUENA VISTA HERITAGE,CO,712110.0,A54
198885,20673961,201906,163776,7403,172134,163776,172134,2019-990,77460.3,3331.35,7403.0,LUMBER HERITAGE REGION OF PA INC,PA,712120.0,A80
198911,541656446,201812,26142,1149,36156,56037,66375,2019-990,29868.75,517.0500000000001,1149.0,MONACAN NATION CULTURAL FOUNDATION INC,VA,712110.0,A54
198932,226033913,201812,100931,0,162914,93743,445318,2019-990,200393.1,0.0,0.0,WASHINGTON ASSOCIATION OF NEW JERSEY,NJ,712120.0,A80
199013,237383040,201812,23593,32980,56899,73617,56899,2019-990,25604.55,14841.0,25604.55,WINCHESTER HISTORICAL SOCIETY INC,MA,712120.0,A82
199030,264371534,201812,691855,1135,696700,329223,807427,2019-990,363342.15,510.75,1135.0,FRANCES PERKINS CENTER,ME,712120.0,A80
199049,411899807,201812,464114,116925,609327,535927,613062,2019-990,275877.9,52616.25,116925.0,WINGS OF THE NORTH INC,MN,712120.0,A80
199066,570882869,201903,70068,0,121711,165714,121711,2019-990,54769.950000000004,0.0,0.0,MARLBORO CIVIC CENTER FOUNDATION,SC,712120.0,A80
199114,746060650,201809,582527,99236,1252021,1019913,3054455,2019-990,1374504.75,44656.200000000004,99236.0,ART MUSEUM OF SOUTHEAST TEXAS,TX,712110.0,A51
199120,720894382,201812,880522,0,880522,976195,880522,2019-990,396234.9,0.0,0.0,LOUISIANA NAVAL WAR MEMORIAL COMMISSION,LA,712120.0,A80
199228,956091816,201906,35324,1069,39162,210066,39162,2019-990,17622.9,481.05,1069.0,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,CA,712120.0,A80
199268,472052113,201812,1234620,0,1355015,223545,3716414,2019-990,1672386.3,0.0,0.0,LOWELL OBSERVATORY FOUNDATION,AZ,712110.0,A50
199284,616029614,201812,520792,38853,735860,691738,1121099,2019-990,504494.55,17483.850000000002,38853.0,AMERICAN SADDLE HORSE MUSEUM ASSOCIATION INC,KY,712110.0,A50
199322,870654211,201812,21280,0,21738,64624,21738,2019-990,9782.1,0.0,0.0,ALTA CLUB BUILDING FOUNDATION INC,UT,712120.0,A80
199351,236446979,201812,220190,410916,613909,488999,613909,2019-990,276259.05,184912.2,276259.05,SOCIETY FOR HISTORICAL ARCHAEOLOGY,MD,712120.0,A82
199455,521871769,201709,55790,12577,162745,206094,162745,2019-990,73235.25,5659.650000000001,12577.0,EUBIE BLAKE NATIONAL JAZZ INSTITUTE AND CULTURAL CENTER INC,MD,712110.0,A53
199542,592191587,201809,2355067,317721,4334567,4176654,11447766,2019-990,5151494.7,142974.45,317721.0,DEETTE HOLDEN CUMMER MUSEUM FOUNDATION INC,FL,712110.0,A51
199563,300207231,201812,119560,3420,122980,89854,122980,2019-990,55341.0,1539.0,3420.0,DAYTON PEACE MUSEUM,OH,712110.0,A50
199586,251664876,201812,228165,0,233365,182390,242873,2019-990,109292.85,0.0,0.0,BETHEL PARK HISTORICAL SOCIETY,PA,712120.0,A82
199605,274151466,201812,355260,0,456990,212975,484661,2019-990,218097.45,0.0,0.0,COLORADO SPRINGS PIONEERS MUSEUM,CO,712110.0,A50
199694,840440359,201812,22389774,9375194,33204360,28037818,34848307,2019-990,10000000.0,4218837.3,9375194.0,DENVER BOTANIC GARDEN INC,CO,712130.0,C41
199739,810500553,201812,188703,109825,319255,298270,448416,2019-990,201787.2,49421.25,109825.0,BILLINGS PRESERVATION SOCIETY INC,MT,712120.0,A82
199753,810500554,201812,165675,387805,585032,788909,722972,2019-990,325337.4,174512.25,325337.4,BILLINGS DEPOT INC,MT,712120.0,A80
199762,160743991,201812,6249114,1659637,9836662,9453090,10171507,2019-990,4577178.15,746836.65,1659637.0,GEORGE EASTMAN MUSEUM,NY,712110.0,A50
199764,946170100,201806,52441,1351,80194,58682,80194,2019-990,36087.3,607.95,1351.0,MENDOCINO COUNTY HISTORICAL SOCIETY,CA,712120.0,A82
199833,911867848,201812,2136724,1801729,3970028,4087490,4291332,2019-990,1931099.4000000001,810778.05,1801729.0,LEMAY-AMERICAS CAR MUSEUM,WA,712110.0,A50
199834,272511537,201812,60231,0,60231,4277,60231,2019-990,27103.95,0.0,0.0,THE HAROLD E LEMAY MUSEUM,WA,712110.0,A50
199857,611138330,201812,52473,137338,236354,174895,246260,2019-990,110817.0,61802.1,110817.0,ST JAMES COURT HISTORIC FOUNDATION INC,KY,712120.0,A82
199901,237090889,201809,86870,230604,391706,390106,411406,2019-990,185132.7,103771.8,185132.7,CALUSA NATURE CENTER & PLANETARIUM INC,FL,712110.0,A56
199904,231417540,201901,742217,480552,2066324,1909650,3276651,2019-990,1474492.95,216248.4,480552.0,JOHN J TYLER ARBORETUM,PA,712130.0,C41
199910,362269390,201812,0,389362,655953,914675,1196866,2019-990,538589.7000000001,175212.9,389362.0,RAILWAY ENGINEERING-MAINTENANCE SUPPLIERS ASSOCIATION,DC,712110.0,A54
199943,160815136,201812,297957,11952,377367,348075,471112,2019-990,212000.4,5378.400000000001,11952.0,NIAGARA COUNTY HISTORICAL SOCIETY INCORPORATED,NY,712120.0,A82
199971,237005532,201812,146097,91565,520862,443355,716531,2019-990,322438.95,41204.25,91565.0,HISTORIC BEAUFORT FOUNDATION,SC,712120.0,A82
200033,363739630,201812,14287,0,41509,22805,271335,2019-990,122100.75,0.0,0.0,BILLINGS PRESERVATION SOCIETY ENDOWMENT TR,MT,712120.0,A82
200081,237080741,201904,168780,2336,206729,87436,269004,2019-990,121051.8,1051.2,2336.0,FREETOWN HISTORICAL SOCIETY INC,MA,712120.0,A82
200172,453419591,201812,269277,0,269277,215619,269277,2019-990,121174.65000000001,0.0,0.0,WORLD AIDS MUSEUM INCORPORATED,FL,712110.0,A50
200314,592328289,201809,8782052,13566639,26274183,22253993,31211721,2019-990,10000000.0,6104987.55,10000000.0,LOWRY PARK ZOOLOGICAL SOCIETY OF TAMPA INC,FL,712130.0,D50
200321,800844382,201812,1887871,7428,1900405,1820006,1900405,2019-990,855182.25,3342.6,7428.0,HISTORICORPS,CO,712120.0,A80
200415,541577658,201902,56100,0,58866,59663,222868,2019-990,100290.6,0.0,0.0,URBANNA OYSTER FESTIVAL FOUNDATION,VA,712120.0,A84
200466,800207754,201812,492065,600,503617,173892,503617,2019-990,226627.65,270.0,600.0,PEALE CENTER FOR BALTIMORE HISTORY HISTORY AND ARCHITECTURE INC,MD,712120.0,A80
200552,752768100,201812,19552,89506,99154,95793,213669,2019-990,96151.05,40277.700000000004,89506.0,TEXAS COUNTRY MUSIC HALL OF FAME,TX,712110.0,A50
200610,386073919,201906,39582,0,61975,28106,162465,2019-990,73109.25,0.0,0.0,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,MI,712120.0,A80
200703,542007460,201809,3782215,73006,3925329,1628721,3945948,2019-990,1775676.6,32852.700000000004,73006.0,SHENANDOAH VALLEY BATTLEFIELDS FOUNDATION,VA,712120.0,A80
200772,436048697,201809,25125,0,51157,95454,104718,2019-990,47123.1,0.0,0.0,GEORGE WASHINGTON CARVER BIRTHPLACE DISTRICT ASSOCIATION INC,MO,712120.0,A80
200836,841005713,201812,1337274,57751,1401479,126359,1401479,2019-990,630665.55,25987.95,57751.0,PUEBLO HISTORICAL AIRCRAFT SOCIETY,CO,712120.0,A80
200839,42617537,201812,42289,123,44280,195715,44989,2019-990,20245.05,55.35,123.0,HISTORICAL NATURAL HISTORY AND LIBRARY SOCIETY OF SOUTH NATICK MA,MA,712120.0,A82
200884,223211677,201812,21767,0,28347,29251,50603,2019-990,22771.350000000002,0.0,0.0,SOMERVILLE HIGH SCHOOL ATHLETIC HALL OF FAME INC,NJ,712110.0,A50
200983,911785342,201812,450381,0,534083,298309,540843,2019-990,243379.35,0.0,0.0,LUMMI ISLAND HERITAGE TRUST,WA,712120.0,A82
201014,753008926,201812,211716,34095,251299,1173566,251299,2019-990,113084.55,15342.75,34095.0,CONFLUENCES,WA,712120.0,A84
201121,630987697,201906,32950,6100,39304,117328,39304,2019-990,17686.8,2745.0,6100.0,THE ALABAMA VETERANS MEMORIAL FOUNDATION INC,AL,712120.0,A80
201246,310958745,201812,14010,259396,284191,326586,284191,2019-990,127885.95,116728.2,127885.95,APARTMENT ASSOCIATION OF FORT WAYNE INC,IN,712120.0,A80
201289,61834542,201812,28076,2520,52807,71892,73770,2019-990,33196.5,1134.0,2520.0,JACKSONVILLE HISTORIC NAVAL SHIP ASSOCIATION INC,FL,712120.0,A80
201318,237062068,201812,369892,3000,493831,39694,522013,2019-990,234905.85,1350.0,3000.0,MERRICK COUNTY HISTORICAL MUSEUM INC,NE,712110.0,A50
201337,363718320,201904,1016498,0,1549147,1227878,3828462,2019-990,1722807.9000000001,0.0,0.0,ELKS VETERANS MEMORIAL RESTORATION TRUST,IL,712120.0,A82
201350,221994056,201812,74128,0,113144,177195,148841,2019-990,66978.45,0.0,0.0,THE SANDY HOOK FOUNDATION INC,NJ,712120.0,A82
201458,166038756,201812,208224,47049,314678,174262,630103,2019-990,283546.35000000003,21172.05,47049.0,HISTORICAL SOCIETY OF EARLY AMERICAN DECORATION INC,NY,712120.0,A82
201463,232912750,201812,922514,136042,1091142,1354998,1127368,2019-990,507315.60000000003,61218.9,136042.0,NATIONAL MUSEUM OF INDUSTRIAL HISTORY,PA,712110.0,A54
201546,650543947,201812,41444,66964,108408,85429,108408,2019-990,48783.6,30133.8,48783.6,OLD DILLARD FOUNDATION INC,FL,712110.0,A54
201568,320023623,201812,89870,36785,158739,160054,179474,2019-990,80763.3,16553.25,36785.0,OHIO GLASS MUSEUM,OH,712110.0,A50
201595,546052971,201812,1183,2800,25122,13653,354588,2019-990,159564.6,1260.0,2800.0,SHACKELFORDS CHAPEL MEMORIAL ASSOCIATION,VA,712120.0,A80
201597,816016828,201812,1156939,1664567,3671772,3544236,7240010,2019-990,3258004.5,749055.15,1664567.0,MUSEUM OF THE ROCKIES,MT,712110.0,A50
201620,470716636,201812,751637,651751,2053223,1727411,2789371,2019-990,1255216.95,293287.95,651751.0,LINCOLN CHILDRENS MUSEUM,NE,712110.0,A52
201633,363293382,201812,0,3391203,3652404,3392560,5542130,2019-990,2493958.5,1526041.35,2493958.5,STEEL FOUNDERS SOCIETY OF AMERICA,IL,712120.0,A80
201634,566075610,201812,178024,263859,495771,487177,555139,2019-990,249812.55000000002,118736.55,249812.55000000002,BEAUFORT HISTORICAL ASSOCIATION INC,NC,712120.0,A80
201637,421219127,201906,13022,1108,88318,130210,91556,2019-990,41200.200000000004,498.6,1108.0,MONTGOMERY COUNTY HISTORICAL SOCIETY,IA,712120.0,A82
201648,770132781,201812,6585,426,39026,43511,51287,2019-990,23079.15,191.70000000000002,426.0,SOUTHERN TUOLUMNE COUNTY HISTORICAL SOCIETY,CA,712120.0,A82
201654,650379702,201904,228164,0,228574,69125,232280,2019-990,104526.0,0.0,0.0,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,FL,712120.0,A80
201687,726023680,201904,77583,13874,89250,108700,120169,2019-990,54076.05,6243.3,13874.0,NATIONAL SOCIETY OF COLONIAL DAMES OF AMERICA IN THE STATE OF LA,LA,712120.0,A80
201697,522168437,201812,17333,0,17443,16718,17443,2019-990,7849.35,0.0,0.0,FEDERAL CIRCUIT HISTORICAL SOCIETY,DC,712120.0,A82
201703,30347288,201903,2362419,1015869,4044456,3524334,4218351,2019-990,1898257.95,457141.05,1015869.0,LEAHY CENTER FOR LAKE CHAMPLAIN INC,VT,712110.0,A57
201706,382119592,201812,1026292,33981,1079846,1040027,1079885,2019-990,485948.25,15291.45,33981.0,HISTORICAL SOCIETY OF SAGINAW COUNTY INC,MI,712120.0,A82
201719,221964000,201812,43631,0,73552,140925,73552,2019-990,33098.4,0.0,0.0,HUNTERDON COUNTY HISTORICAL SOCIETY,NJ,712120.0,A82
201743,42157040,201812,230890,997426,1444051,1175131,1522022,2019-990,684909.9,448841.7,684909.9,CAPE COD PILGRIM MEMORIAL ASSOCIATION OF PROVINCETOWN,MA,712120.0,A80
201749,363703598,201812,407853,472981,1051948,721972,3430830,2019-990,1543873.5,212841.45,472981.0,FRANK LLOYD WRIGHT BUILDING CONSERVANCY,IL,712120.0,A80
201753,237060040,201812,395848,80485,732193,557708,982915,2019-990,442311.75,36218.25,80485.0,NAPERVILLE HERITAGE SOCIETY,IL,712120.0,A82
201784,272052059,201809,657239,0,657239,557545,657239,2019-990,295757.55,0.0,0.0,CANE RIVER NATIONAL HERITAGE AREA INC,LA,712120.0,A80
201814,141440924,201812,3444338,1175855,5315823,3614953,7601826,2019-990,3420821.7,529134.75,1175855.0,FORT TICONDEROGA ASSOCIATION INC,NY,712120.0,A80
201833,436052673,201812,6065763,3288885,10068164,9005546,11365194,2019-990,5114337.3,1479998.25,3288885.0,LIBERTY MEMORIAL ASSOCIATION,MO,712120.0,A80
201847,411769005,201809,35799,75600,134615,130079,146178,2019-990,65780.1,34020.0,65780.1,DAKOTA CITY HERITAGE VILLAGE INC,MN,712110.0,A54
201890,470769493,201812,341536,64012,405548,406986,405548,2019-990,182496.6,28805.4,64012.0,EL MUSEO LATINO,NE,712110.0,A53
201912,363274492,201812,41619,24448,66725,74038,66725,2019-990,30026.25,11001.6,24448.0,ROBERT HENRI MUSEUM AND HISTORICAL WALKWAY,NE,712110.0,A54
201945,341048062,201812,48717,0,118066,124959,187892,2019-990,84551.40000000001,0.0,0.0,SHAKER HISTORICAL SOCIETY,OH,712120.0,A82
202022,351956521,201810,794582,426447,1302745,1067804,1632359,2019-990,734561.55,191901.15,426447.0,WONDERLAB-MUSEUM OF SCIENCE HEALTH & TECHNOLOGY INC,IN,712110.0,A57
202196,311085672,201812,340196,8920,350377,453271,350412,2019-990,157685.4,4014.0,8920.0,LOGAN COUNTY HISTORICAL SOCIETY,OH,712120.0,A82
202253,421484808,201812,61430,22706,94998,76873,102491,2019-990,46120.950000000004,10217.7,22706.0,HEARTLAND MUSEUM FOUNDATION INC,IA,712110.0,A50
202297,453455248,201812,17425,53112,76281,96091,125900,2019-990,56655.0,23900.4,53112.0,GREATER LAS CRUCES CHAMBER HERITAGE FOUNDATION,NM,712120.0,A82
202301,311570520,201812,8784,0,73949,83028,165232,2019-990,74354.40000000001,0.0,0.0,MONCLOVA HISTORICAL FOUNDATION,OH,712120.0,A80
202377,593039233,201812,270,4276,40629,3686,104588,2019-990,47064.6,1924.2,4276.0,OLUSTEE BATTLEFIELD CITIZENS SUPPORT ORGANIZATION INC,FL,712120.0,A84
202406,430666759,201812,39619263,6461928,50712840,45945265,68121162,2019-990,10000000.0,2907867.6,6461928.0,MISSOURI BOTANICAL GARDEN BOARD OF TRUSTEES,MO,712130.0,C41
202418,237104022,201812,31504,1110,58825,149731,130487,2019-990,58719.15,499.5,1110.0,PASCACK HISTORICAL SOCIETY,NJ,712120.0,A82
202423,222325506,201812,514355,750517,1268454,1162547,1290747,2019-990,580836.15,337732.65,580836.15,HUDSON RIVER MARITIME MUSEUM,NY,712110.0,A54
202548,951809576,201809,5391626,1811629,10534575,11600486,22837142,2019-990,10000000.0,815233.05,1811629.0,PALM SPRINGS ART MUSEUM,CA,712110.0,A50
202603,221528860,201811,41862,29564,99073,101587,101522,2019-990,45684.9,13303.800000000001,29564.0,EDISON BIRTHPLACE ASSOCIATION INC,OH,712120.0,A80
202623,232077613,201810,13763,15041,36114,68147,36414,2019-990,16386.3,6768.45,15041.0,MIFFLINBURG BUGGY MUSEUM ASSOC INC,PA,712110.0,A50
202661,270777846,201809,345119,23675625,27054035,28265586,27054035,2019-990,10000000.0,10000000.0,10000000.0,DALLAS ZOO MANAGEMENT INC,TX,712130.0,D50
202699,383439880,201812,68612,302836,528169,562242,615762,2019-990,277092.9,136276.2,277092.9,SILVER BEACH CAROUSEL SOCIETY INC,MI,712110.0,A50
202719,223746754,201812,13133,0,13134,15906,13134,2019-990,5910.3,0.0,0.0,SPARK FRIENDS INC,NJ,712120.0,A80
202777,954504986,201812,141859,64499,350358,372807,400500,2019-990,180225.0,29024.55,64499.0,CALIFORNIA AGRICULTURE MUSEUM,CA,712110.0,A50
202821,510152830,201812,194362,0,213051,0,383250,2019-990,172462.5,0.0,0.0,MASSASOIT HISTORICAL ASSOCIATION OF WARREN RHODE ISLAND,RI,712120.0,A82
202962,42544051,201812,201905,0,202016,64721,202016,2019-990,90907.2,0.0,0.0,WELLFLEET HISTORICAL SOCIETY INC,MA,712120.0,A82
202968,640678510,201809,431932,296363,649917,740560,851730,2019-990,383278.5,133363.35,296363.0,MARITIME AND SEAFOOD INDUSTRY MUSEUM OF BILOXI INC,MS,712110.0,A50
203010,570507315,201812,35793,18262,103497,88760,121462,2019-990,54657.9,8217.9,18262.0,PENDLETON HISTORIC FOUNDATION,SC,712120.0,A82
203032,311028713,201812,407017,84747,493584,491435,493584,2019-990,222112.80000000002,38136.15,84747.0,PRESERVATION ALLIANCE OF WEST,WV,712120.0,A82
203041,201727883,201812,4261676,884419,5496414,5142955,5499616,2019-990,2474827.2,397988.55,884419.0,NEW GARDEN PARK INC,MA,712130.0,C41
203067,411838192,201812,132202,270601,470768,449788,606026,2019-990,272711.7,121770.45,270601.0,NORTH AMERICAN BEAR CENTER,MN,712110.0,A50
203084,591887942,201809,324358,136171,534595,459595,781827,2019-990,351822.15,61276.950000000004,136171.0,BEACHES AREA HISTORICAL SOCIETY INC,FL,712120.0,A82
203118,135635801,201812,3006878,476055,5328097,5464229,23234257,2019-990,10000000.0,214224.75,476055.0,ADIRONDACK HISTORICAL ASSOCIATION,NY,712110.0,A54
203146,954603489,201812,0,28497,231896,185464,231896,2019-990,104353.2,12823.65,28497.0,HURST RANCH HISTORICAL FOUNDATIONS,CA,712110.0,A54
203153,161181668,201812,177455,58234,338057,341402,473971,2019-990,213286.95,26205.3,58234.0,HANDWEAVING MUSEUM AND ARTS CENTER,NY,712110.0,A51
203214,381785309,201812,684307,182100,1310529,1326844,1493970,2019-990,672286.5,81945.0,182100.0,ELLA SHARP MUSEUM ASSOCIATION OF JACKSON,MI,712110.0,A54
203218,530219640,201812,449084,517013,918038,921410,1078684,2019-990,485407.8,232655.85,485407.8,THE ASSOCIATION FOR THE STUDY OF AFRICAN AMERICAN LIFE AND HISTORY,DC,712120.0,A80
203274,546026404,201812,428136,158448,965959,978323,3568220,2019-990,1605699.0,71301.6,158448.0,HISTORIC RICHMOND FOUNDATION-THE WILLIAM BYRD BRANCH OF APVA PRESER,VA,712120.0,A82
203282,300279902,201812,0,7418842,7418842,7682454,7418842,2019-990,3338478.9,3338478.9,3338478.9,THE LODGES AT BANNING MILLS RETREAT AND CONSERVATION CENTER INC,GA,712120.0,A80
203299,461502089,201812,151977,0,151977,118818,151977,2019-990,68389.65000000001,0.0,0.0,NORTHWEST PATRONS OF THE ARTS IN THE VATICAN MUSEUMS,WA,712110.0,A50
203329,930919495,201812,424745,50488,543794,436296,611244,2019-990,275059.8,22719.600000000002,50488.0,HOYT ARBORETUM FRIENDS FOUNDATION INC,OR,712130.0,C41
203431,941531568,201903,93282,126923,233238,276283,239978,2019-990,107990.1,57115.35,107990.1,FRESNO CITY & COUNTY HISTORICAL SOCIETY,CA,712120.0,A82
203451,232366322,201803,89046,357875,529175,630776,573474,2019-990,258063.30000000002,161043.75,258063.30000000002,HARRISBURG AREA RIVERBOAT SOCIETY,PA,712120.0,A80
203478,61672835,201812,88885,0,88885,88893,88885,2019-990,39998.25,0.0,0.0,MISSOURI CITY JUNETEENTH,TX,712120.0,A84
203502,650121026,201809,841147,0,867360,1020531,1197147,2019-990,538716.15,0.0,0.0,DEERING ESTATE FOUNDATION INC,FL,712120.0,A80
203529,850363487,201812,637178,104520,779259,568447,881477,2019-990,396664.65,47034.0,104520.0,FRIENDS OF THE CUMBRES & TOLTEC,NM,712120.0,A80
