,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
195066,91937.0,41371.65,366907.05,480627347,6,2019-990,81325,91937,815349,201812,297924,218307,FORT LARNED HISTORICAL SOCIETY INC,KS,712120.0,A82
195155,0.0,0.0,1869.75,237246859,0,2019-990,3687,0,4155,201906,2279,4155,EL MONTE HISTORICAL SOCIETY,CA,712120.0,A82
195187,198388.0,89274.6,897345.0,946115373,14,2019-990,167351,198388,1994100,201809,845256,1238024,BAY AREA ELECTRIC RAILWAY ASSOCIATION,CA,712110.0,A54
195205,0.0,0.0,251294.4,941684694,3,2019-990,556300,0,558432,201812,433653,558432,USA WATER SKI FOUNDATION INC,FL,712110.0,A50
195231,30996.0,13948.2,94381.65000000001,753079169,0,2019-990,172271,30996,209737,201812,148289,205238,SANTA MONICA CONSERVANCY,CA,712120.0,A80
195234,33407.0,15033.15,212721.30000000002,216008076,4,2019-990,305773,33407,472714,201812,415502,472714,CAMDEN COUNTY HISTORICAL SOCIETY,NJ,712120.0,A82
195253,3325207.0,1496343.1500000001,4590893.25,311627155,531,2019-990,789755,3325207,10201985,201812,6179821,6624844,EASTERN STATE PENITENTIARY HISTORIC SITE INC,PA,712120.0,A82
195256,0.0,0.0,21912.3,46111749,0,2019-990,45316,0,48694,201905,52743,48694,WING FAMILY OF AMERICA INC,MA,712110.0,A54
195265,29934.0,13470.300000000001,67292.1,510185873,9,2019-990,102342,29934,149538,201812,176427,146638,ESSEX HISTORICAL SOCIETY & SHIPBUILDING MUSEUM INC,MA,712120.0,A82
195279,1196633.25,604245.6,1196633.25,931296840,42,2019-990,671561,1342768,2659185,201812,2216496,2355119,PORTLAND CLASSICAL CHINESE GARDEN,OR,712130.0,C41
195280,10000000.0,6306724.8,10000000.0,750991727,792,2019-990,19653928,14014944,43642198,201809,23187534,32664385,FORT WORTH ZOOLOGICAL ASSOCIATION INC,TX,712130.0,D50
195298,0.0,0.0,474948.0,222572864,9,2019-990,594666,0,1055440,201812,323588,707418,MONHEGAN HISTORIAL & CULTURAL MUSEUM ASSOCIATION,ME,712110.0,A54
195323,0.0,0.0,23863.05,156024641,1,2019-990,53029,0,53029,201812,42502,53029,OSWEGO HISTORICAL SOCIETY,NY,712120.0,A82
195398,0.0,0.0,127352.25,341831168,0,2019-990,65223,0,283005,201809,281477,85158,WOODLAWN CEMETERY HISTORICAL ASSOCIATION INC,OH,712120.0,A82
195407,1221670.0,549751.5,1820235.6,314190342,10,2019-990,0,1221670,4044968,201903,1498217,1468883,GLEN REST MEMORIAL ESTATE,OH,712120.0,A80
195460,1125.0,506.25,33026.85,66047092,1,2019-990,37175,1125,73393,201903,97159,53486,MIDDLESEX COUNTY HISTORICAL SOCIETY,CT,712120.0,A82
195481,21053.0,9473.85,51413.85,561659434,0,2019-990,93200,21053,114253,201812,121567,114253,SILAS ALEXANDER SHARPE FOUNDATION INC,NC,712120.0,A80
195531,0.0,0.0,138091.95,680148964,3,2019-990,189664,0,306871,201812,295541,287637,MOUNTAIN AREA PRESERVATION FOUNDATION,CA,712120.0,A82
195563,0.0,0.0,39326.85,43681370,0,2019-990,77152,0,87393,201812,81615,77180,B J PALMER HISTORIC HOME FOUNDATION INC,GA,712120.0,A82
195585,953856.0,429235.2,1086612.75,592207143,23,2019-990,571162,953856,2414695,201809,1263392,2178183,MEL FISHER MARITIME HERITAGE SOCIETY INC,FL,712110.0,A54
195669,0.0,0.0,889512.3,141401793,8,2019-990,419250,0,1976694,201903,759422,782770,SCHENECTADY COUNTY HISTORICAL,NY,712120.0,A82
195674,0.0,0.0,76306.5,222804012,4,2019-990,40217,0,169570,201812,119515,131688,BROWN JAMES BUCK MEMORIAL ASSOCIATION INC,MA,712120.0,A80
195718,147537.0,66391.65000000001,681447.15,541047175,8,2019-990,1335923,147537,1514327,201812,460191,1514327,BELLE GROVE INC,VA,712120.0,A82
195720,0.0,0.0,390695.4,474011379,0,2019-990,0,0,868212,201812,3247,188236,MILLENNIUM FOUNDATIION,WA,712120.0,A80
195769,0.0,0.0,57137.85,566072013,0,2019-990,117149,0,126973,201809,74375,126276,WAKE FOREST COLLEGE BIRTHPLACE SOCIETY INC,NC,712120.0,A82
195793,0.0,0.0,10000000.0,521309391,506,2019-990,132151005,0,191813584,201809,121555722,148716295,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,DC,712110.0,A54
195921,10000000.0,10000000.0,10000000.0,521121163,516,2019-990,8534371,36466107,47679888,201812,51456166,47658956,NATIONAL AQUARIUM INC,MD,712130.0,D50
195923,63393.0,28526.850000000002,93959.1,366084790,0,2019-990,4730,63393,208798,201904,102810,155762,NATIONAL SOCIETY OF COLONIAL DAMES OF AMERICA IN THE STATE OF ILL,IL,712120.0,A80
195938,9218429.0,4148293.0500000003,10000000.0,591319010,494,2019-990,7875257,9218429,24547020,201809,20752359,21583313,JACKSONVILLE ZOOLOGICAL SOCIETY INC,FL,712130.0,D50
195965,63826.0,28721.7,632328.75,201273813,17,2019-990,60715,63826,1405175,201812,233567,249760,MCDANIEL-TICHENOR HOUSE INC,GA,712120.0,A80
196001,164710.0,74119.5,412439.4,521600878,0,2019-990,427860,164710,916532,201812,758789,674825,PROJECT LIBERTY SHIP INC,MD,712110.0,A50
196009,3141.0,1413.45,25685.55,10379498,8,2019-990,45534,3141,57079,201812,83493,53247,STANLEY MUSEUM INC,ME,712110.0,A50
196049,0.0,0.0,277960.5,262577903,0,2019-990,0,0,617690,201809,19186,133010,BURRITT MUSEUM FOUNDATION INC,AL,712110.0,A50
196088,16780.0,7551.0,35122.950000000004,166180764,0,2019-990,18301,16780,78051,201809,33919,57061,LANDMARKS SOCIETY OF GREATER UTICA INC,NY,712120.0,A82
196092,47553.0,21398.850000000002,328140.9,311047849,0,2019-990,469330,47553,729202,201809,486896,672290,AMERICAN MOTORCYCLE HERITAGE FOUNDATION,OH,712110.0,A50
196144,278080.65,258495.30000000002,278080.65,510207577,4,2019-990,41757,574434,617957,201812,607766,617957,LEAGUE OF HISTORIC AMERICAN THEATRES,MD,712120.0,A80
196161,0.0,0.0,320072.4,311717127,0,2019-990,58600,0,711272,201903,323660,111272,SEARS HOUSE ASSOCIATION INC,MA,712120.0,A80
196167,26521.0,11934.45,210712.95,593733512,14,2019-990,416273,26521,468251,201903,492979,455475,LEEPA RATTNER MUSEUM OF ART INC,FL,712110.0,A51
196189,29492.0,13271.4,399136.05,520609575,17,2019-990,413452,29492,886969,201809,854365,862696,SOCIETY FOR THE PRESERVATION OF MARYLAND ANTIQUITIES,MD,712120.0,A82
196199,341933.0,153869.85,904392.4500000001,630868992,0,2019-990,1110142,341933,2009761,201809,1640017,1825647,BURRITT MUSEUM ASSOCIATION INC,AL,712110.0,A54
196213,18332.0,8249.4,111104.1,237113874,4,2019-990,117658,18332,246898,201812,320909,232437,WILKES HERITAGE MUSEUM INCORPORATED,NC,712120.0,A82
196215,0.0,0.0,27431.100000000002,237004720,0,2019-990,18417,0,60958,201812,67203,53873,WEST BATON ROUGE HISTORICAL ASSOCIATION,LA,712120.0,A80
196250,225755.0,101589.75,230489.55000000002,620840267,35,2019-990,148850,225755,512199,201812,595010,486410,HISTORIC RUGBY INC,TN,712120.0,A80
196262,41491.35,32861.25,41491.35,811207692,2,2019-990,9544,73025,92203,201812,140838,92203,CLAREMORE MUSEUM OF HISTORY INC,OK,712110.0,A50
196304,78868.0,35490.6,185109.30000000002,916015872,4,2019-990,292505,78868,411354,201812,226526,411354,CHELAN COUNTY HISTORICAL SOCIETY,WA,712120.0,A82
196382,0.0,0.0,127826.55,232698291,0,2019-990,50775,0,284059,201812,122373,120718,MANHEIM HISTORICAL SOCIETY,PA,712120.0,A82
196422,522591.3,242113.95,522591.3,421573321,0,2019-990,623188,538031,1161314,201812,2251533,1161314,OGDEN PIONEER HERITAGE FOUNDATION A NONPROFIT CORPORATION,UT,712120.0,A82
196448,6348.0,2856.6,108207.45,223947459,0,2019-990,216372,6348,240461,201812,138299,236646,MONETT HISTORICAL SOCIETY,MO,712120.0,A82
196471,1843293.1500000001,1773732.6,1843293.1500000001,800518390,6,2019-990,0,3941628,4096207,201809,3619579,4096207,HOBART PRESERVATION FOUNDATION,CA,712120.0,A80
196498,526916.7000000001,363002.4,526916.7000000001,50622320,9,2019-990,320738,806672,1170926,201812,856521,1121252,LUXEMBOURG AMERICAN CULTURAL SOCIETY INC,WI,712110.0,A54
196516,118536.0,53341.200000000004,727383.15,756036999,6,2019-990,794916,118536,1616407,201812,443673,1088283,MUSEUM OF THE AMERICAN RAILROAD,TX,712120.0,A82
196580,0.0,0.0,413665.2,472465341,2,2019-990,919256,0,919256,201812,197550,724181,ARMENIAN AMERICAN MUSEUM AND CULTURAL CENTER OF CALIFORNIA,CA,712110.0,A50
196623,1287443.0,579349.35,7423214.4,596019851,49,2019-990,12189017,1287443,16496032,201809,5601857,13923409,BOCA RATON MUSEUM OF ART INC,FL,712110.0,A51
196718,46955.0,21129.75,57856.5,431724799,7,2019-990,62932,46955,128570,201906,145419,114370,FRIENDS OF THE FARRIS INC,MO,712120.0,A80
196853,61576.0,27709.2,927039.15,356031419,11,2019-990,1868992,61576,2060087,201812,496520,2014968,EVANSVILLE ZOOLOGICAL SOCIETY INC,IN,712130.0,D50
196861,290127.0,130557.15000000001,10000000.0,536001666,1152,2019-990,189469971,290127,578205356,201809,199390648,277316441,NATIONAL GALLERY OF ART,MD,712110.0,A51
196866,162958.0,73331.1,967244.85,381367319,59,2019-990,1931485,162958,2149433,201812,2079832,2114258,MUSKEGON COUNTY MUSEUM,MI,712110.0,A54
196975,6799.0,3059.55,49016.25,366212000,0,2019-990,20578,6799,108925,201812,70294,60901,BIGFORK MUSEUM OF ART & HISTORY,MT,712110.0,A50
197117,14219.0,6398.55,28679.850000000002,43133373,0,2019-990,34104,14219,63733,201812,34056,54380,SHELBURNE FALLS TROLLEY MUSEUM INC,MA,712110.0,A54
197146,16504.0,7426.8,78582.15000000001,236289920,13,2019-990,35132,16504,174627,201812,104993,138678,LITITZ HISTORICAL FOUNDATION INC,PA,712120.0,A82
197164,3770478.0,1696715.1,4170732.75,521050999,153,2019-990,3798747,3770478,9268295,201809,8124791,8508114,NATIONAL BUILDING MUSEUM,DC,712110.0,A54
197174,173186.0,77933.7,329480.10000000003,223063346,29,2019-990,406019,173186,732178,201812,679283,648398,BARNEGAT BAY DECOY & BAYMENS MUSEUM,NJ,712110.0,A50
197213,37913.0,17060.850000000002,117371.7,816033295,8,2019-990,194493,37913,260826,201812,265072,256508,BIG HORN COUNTY HISTORICAL SOCIETY,MT,712120.0,A82
197238,738414.0,332286.3,7486586.100000001,591022050,53,2019-990,2003705,738414,16636858,201812,3932607,4174285,MUSEUM OF ARTS & SCIENCES,FL,712110.0,A50
197273,0.0,0.0,60440.4,636050611,0,2019-990,78870,0,134312,201812,74735,134312,BIRMINGHAM HISTORICAL SOCIETY,AL,712120.0,A82
197304,0.0,0.0,87160.5,200356785,0,2019-990,193690,0,193690,201812,128342,193690,KOREAN NATIONAL ASSOCIATION MEMORIAL FOUNDATION,CA,712120.0,A80
197343,78453.0,35303.85,151560.45,596652019,15,2019-990,234330,78453,336801,201812,339028,324859,THE CHILDRENS MUSEUM INC,FL,712110.0,A52
197398,125.0,56.25,205492.95,360745260,5,2019-990,0,125,456651,201905,361458,378691,ARLINGTON MEMORIAL PARK ASSOCIATION,IL,712120.0,A80
197410,0.0,0.0,137156.85,462977395,4,2019-990,272066,0,304793,201812,179694,285282,BELLEFONTE ART MUSEUM FOR CENTRE COUNTY,PA,712110.0,A50
197426,1786380.0,803871.0,6740349.75,160794131,270,2019-990,4763651,1786380,14978555,201812,7787241,8158599,ROCHESTER MUSEUM AND SCIENCE CENTER,NY,712110.0,A56
197480,18730.0,8428.5,79617.6,10282853,3,2019-990,112597,18730,176928,201812,121731,165740,BANGOR HISTORICAL SOCIETY,ME,712120.0,A82
197511,0.0,0.0,55218.6,237078487,4,2019-990,102424,0,122708,201812,146877,122708,OHIO COUNTY HISTORICAL SOCIETY INC,IN,712120.0,A82
197519,0.0,0.0,0.0,202916790,0,2019-990,0,0,0,201812,64860,0,JHS OF MICHIGAN HERITAGE FOUNDATION,MI,712120.0,A82
197595,0.0,0.0,1833479.55,352123555,0,2019-990,3990436,0,4074399,201812,200463,4074399,INDIANA WAR MEMORIALS FOUNDATION INC,IN,712120.0,A84
197643,9725.0,4376.25,43924.05,166042771,1,2019-990,35496,9725,97609,201812,44358,67030,AURORA HISTORICAL SOCIETY,NY,712120.0,A82
197661,44913.15,22233.600000000002,44913.15,237193230,3,2019-990,28748,49408,99807,201809,98414,83373,HISTORIC WINDSOR INC,VT,712120.0,A82
197673,24507.0,11028.15,55494.0,42299931,10,2019-990,50886,24507,123320,201809,123435,113650,GIBSON SOCIETY INC,MA,712120.0,A80
197700,25538.0,11492.1,145321.65,410944151,7,2019-990,224566,25538,322937,201812,268292,256637,SCOTT COUNTY HISTORICAL SOCIETY INC,MN,712120.0,A82
197720,19777.0,8899.65,69262.65000000001,300738919,0,2019-990,67860,19777,153917,201812,110205,136843,CHILDRENS STORYBOOK GARDEN & MUSEUM,CA,712110.0,A50
197797,9848.0,4431.6,63570.15,237328335,0,2019-990,130394,9848,141267,201812,49182,141267,SIUSLAW PIONEER MUSEUM ASSOCIATION INC,OR,712110.0,A50
197861,48573.0,21857.850000000002,270915.75,396120448,12,2019-990,277023,48573,602035,201812,501150,571801,CABLE NATURAL HISTORY MUSEUM INC,WI,712110.0,A54
197911,186573.0,83957.85,511639.65,10211777,19,2019-990,430250,186573,1136977,201809,1041937,734116,ABBE MUSEUM,ME,712110.0,A53
197930,58355.0,26259.75,470250.0,910828572,11,2019-990,235807,58355,1045000,201809,942237,732540,YAKIMA VALLEY MUSEUM & HIST ASSN,WA,712110.0,A54
197943,14399.0,6479.55,171591.75,566074528,9,2019-990,150453,14399,381315,201812,366368,237944,HISTORIC WILMINGTON FOUN INC,NC,712120.0,A82
197974,114087.15000000001,53402.4,114087.15000000001,222621965,0,2019-990,121554,118672,253527,201809,222950,253527,FOURTH OF JULY TOWN CELEBRATION COMMITTEE INC,CT,712120.0,A84
198178,65119.0,29303.55,103954.95,586032761,9,2019-990,89796,65119,231011,201812,150626,207483,SOCIETY OF THE CINCINNATI IN THE STATE OF GEORGIA,GA,712120.0,A82
198184,0.0,0.0,176208.30000000002,260494124,0,2019-990,250000,0,391574,201812,18399,290754,STRATEGIC AIR & SPACE MUSEUMFOUNDATION,NE,712110.0,A50
198240,0.0,0.0,420877.35000000003,455412858,0,2019-990,933188,0,935283,201812,3125,935097,GRASSY ISLAND RANGE LIGHTS INC,WI,712120.0,A82
198242,25052.850000000002,17721.0,25052.850000000002,471708496,18,2019-990,12505,39380,55673,201812,132167,55673,TAMMY WYNETTE LEGACY PARK,MS,712110.0,A54
198263,871100.0,391995.0,7659848.7,540541801,114,2019-990,6475925,871100,17021886,201809,10412091,11645967,MARINERS MUSEUM,VA,712110.0,A50
198298,0.0,0.0,56041.200000000004,475555968,1,2019-990,115114,0,124536,201812,96919,116118,MATHER HOMESTEAD FOUNDATION INC,CT,712120.0,A80
198321,0.0,0.0,106240.95,752699500,0,2019-990,368986,0,236091,201812,157754,236091,AMERICAN PAINT HORSE HERITAGE FOUNDATION INC,TX,712110.0,A54
198366,147604.95,110452.05,147604.95,208950470,17,2019-990,13524,245449,328011,201812,291754,286143,FRANKFORT CHILDRENS MUSEUM NFP,IL,712110.0,A50
198439,7079.0,3185.55,111783.15000000001,621048065,2,2019-990,144850,7079,248407,201812,128633,163896,SWIFT MUSEUM FOUNDATION INC,TN,712110.0,A50
198480,0.0,0.0,3403911.15,61621858,10,2019-990,7029796,0,7564247,201812,1372933,7054279,NATIONAL COAST GUARD MUSEUM ASSOCIATION INC,CT,712110.0,A54
198500,0.0,0.0,162727.2,460373113,2,2019-990,20506,0,361616,201812,117395,82543,TIMBER LAKE AND AREA HISTORICAL SOCIETY INC,SD,712120.0,A82
198529,4390.0,1975.5,209180.7,546044234,2,2019-990,70652,4390,464846,201812,205134,237020,CLARKE COUNTY HISTORICAL ASSOCIATION INC,VA,712110.0,A54
198536,0.0,0.0,70207.65000000001,223648277,0,2019-990,34414,0,156017,201812,104682,130100,VINTAGE AUTOMOBILE MUSEUM OF NEW JERSEY INC,NJ,712110.0,A50
198562,4612.0,2075.4,86078.25,237033129,0,2019-990,182114,4612,191285,201810,18039,191285,MENARD COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
198662,24425.0,10991.25,812190.6,421071185,12,2019-990,917175,24425,1804868,201812,774062,1132007,DUBUQUE MUSEUM OF ART,IA,712110.0,A51
198681,66144.15000000001,49612.05,66144.15000000001,272220709,8,2019-990,35997,110249,146987,201812,371997,146987,NIAGARA FALLS UNDERGROUND RAILROAD HERITAGE COMMISSION INC,NY,712110.0,A54
198741,51723.0,23275.350000000002,147700.35,936041248,10,2019-990,258007,51723,328223,201812,256613,328223,COOS ART MUSEUM,OR,712110.0,A51
198800,12713.0,5720.85,102321.0,742498589,0,2019-990,203571,12713,227380,201812,110493,219638,BUENA VISTA HERITAGE,CO,712110.0,A54
198885,7403.0,3331.35,77460.3,20673961,2,2019-990,163776,7403,172134,201906,163776,172134,LUMBER HERITAGE REGION OF PA INC,PA,712120.0,A80
198911,1149.0,517.0500000000001,29868.75,541656446,0,2019-990,26142,1149,66375,201812,56037,36156,MONACAN NATION CULTURAL FOUNDATION INC,VA,712110.0,A54
198932,0.0,0.0,200393.1,226033913,2,2019-990,100931,0,445318,201812,93743,162914,WASHINGTON ASSOCIATION OF NEW JERSEY,NJ,712120.0,A80
199013,25604.55,14841.0,25604.55,237383040,0,2019-990,23593,32980,56899,201812,73617,56899,WINCHESTER HISTORICAL SOCIETY INC,MA,712120.0,A82
199030,1135.0,510.75,363342.15,264371534,6,2019-990,691855,1135,807427,201812,329223,696700,FRANCES PERKINS CENTER,ME,712120.0,A80
199049,116925.0,52616.25,275877.9,411899807,0,2019-990,464114,116925,613062,201812,535927,609327,WINGS OF THE NORTH INC,MN,712120.0,A80
199066,0.0,0.0,54769.950000000004,570882869,7,2019-990,70068,0,121711,201903,165714,121711,MARLBORO CIVIC CENTER FOUNDATION,SC,712120.0,A80
199114,99236.0,44656.200000000004,1374504.75,746060650,19,2019-990,582527,99236,3054455,201809,1019913,1252021,ART MUSEUM OF SOUTHEAST TEXAS,TX,712110.0,A51
199120,0.0,0.0,396234.9,720894382,29,2019-990,880522,0,880522,201812,976195,880522,LOUISIANA NAVAL WAR MEMORIAL COMMISSION,LA,712120.0,A80
199228,1069.0,481.05,17622.9,956091816,0,2019-990,35324,1069,39162,201906,210066,39162,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,CA,712120.0,A80
199268,0.0,0.0,1672386.3,472052113,0,2019-990,1234620,0,3716414,201812,223545,1355015,LOWELL OBSERVATORY FOUNDATION,AZ,712110.0,A50
199284,38853.0,17483.850000000002,504494.55,616029614,23,2019-990,520792,38853,1121099,201812,691738,735860,AMERICAN SADDLE HORSE MUSEUM ASSOCIATION INC,KY,712110.0,A50
199322,0.0,0.0,9782.1,870654211,0,2019-990,21280,0,21738,201812,64624,21738,ALTA CLUB BUILDING FOUNDATION INC,UT,712120.0,A80
199351,276259.05,184912.2,276259.05,236446979,0,2019-990,220190,410916,613909,201812,488999,613909,SOCIETY FOR HISTORICAL ARCHAEOLOGY,MD,712120.0,A82
199455,12577.0,5659.650000000001,73235.25,521871769,2,2019-990,55790,12577,162745,201709,206094,162745,EUBIE BLAKE NATIONAL JAZZ INSTITUTE AND CULTURAL CENTER INC,MD,712110.0,A53
199542,317721.0,142974.45,5151494.7,592191587,48,2019-990,2355067,317721,11447766,201809,4176654,4334567,DEETTE HOLDEN CUMMER MUSEUM FOUNDATION INC,FL,712110.0,A51
199563,3420.0,1539.0,55341.0,300207231,0,2019-990,119560,3420,122980,201812,89854,122980,DAYTON PEACE MUSEUM,OH,712110.0,A50
199586,0.0,0.0,109292.85,251664876,0,2019-990,228165,0,242873,201812,182390,233365,BETHEL PARK HISTORICAL SOCIETY,PA,712120.0,A82
199605,0.0,0.0,218097.45,274151466,0,2019-990,355260,0,484661,201812,212975,456990,COLORADO SPRINGS PIONEERS MUSEUM,CO,712110.0,A50
199694,9375194.0,4218837.3,10000000.0,840440359,380,2019-990,22389774,9375194,34848307,201812,28037818,33204360,DENVER BOTANIC GARDEN INC,CO,712130.0,C41
199739,109825.0,49421.25,201787.2,810500553,12,2019-990,188703,109825,448416,201812,298270,319255,BILLINGS PRESERVATION SOCIETY INC,MT,712120.0,A82
199753,325337.4,174512.25,325337.4,810500554,0,2019-990,165675,387805,722972,201812,788909,585032,BILLINGS DEPOT INC,MT,712120.0,A80
199762,1659637.0,746836.65,4577178.15,160743991,137,2019-990,6249114,1659637,10171507,201812,9453090,9836662,GEORGE EASTMAN MUSEUM,NY,712110.0,A50
199764,1351.0,607.95,36087.3,946170100,0,2019-990,52441,1351,80194,201806,58682,80194,MENDOCINO COUNTY HISTORICAL SOCIETY,CA,712120.0,A82
199833,1801729.0,810778.05,1931099.4000000001,911867848,63,2019-990,2136724,1801729,4291332,201812,4087490,3970028,LEMAY-AMERICAS CAR MUSEUM,WA,712110.0,A50
199834,0.0,0.0,27103.95,272511537,0,2019-990,60231,0,60231,201812,4277,60231,THE HAROLD E LEMAY MUSEUM,WA,712110.0,A50
199857,110817.0,61802.1,110817.0,611138330,2,2019-990,52473,137338,246260,201812,174895,236354,ST JAMES COURT HISTORIC FOUNDATION INC,KY,712120.0,A82
199901,185132.7,103771.8,185132.7,237090889,0,2019-990,86870,230604,411406,201809,390106,391706,CALUSA NATURE CENTER & PLANETARIUM INC,FL,712110.0,A56
199904,480552.0,216248.4,1474492.95,231417540,65,2019-990,742217,480552,3276651,201901,1909650,2066324,JOHN J TYLER ARBORETUM,PA,712130.0,C41
199910,389362.0,175212.9,538589.7000000001,362269390,0,2019-990,0,389362,1196866,201812,914675,655953,RAILWAY ENGINEERING-MAINTENANCE SUPPLIERS ASSOCIATION,DC,712110.0,A54
199943,11952.0,5378.400000000001,212000.4,160815136,14,2019-990,297957,11952,471112,201812,348075,377367,NIAGARA COUNTY HISTORICAL SOCIETY INCORPORATED,NY,712120.0,A82
199971,91565.0,41204.25,322438.95,237005532,8,2019-990,146097,91565,716531,201812,443355,520862,HISTORIC BEAUFORT FOUNDATION,SC,712120.0,A82
200033,0.0,0.0,122100.75,363739630,0,2019-990,14287,0,271335,201812,22805,41509,BILLINGS PRESERVATION SOCIETY ENDOWMENT TR,MT,712120.0,A82
200081,2336.0,1051.2,121051.8,237080741,0,2019-990,168780,2336,269004,201904,87436,206729,FREETOWN HISTORICAL SOCIETY INC,MA,712120.0,A82
200172,0.0,0.0,121174.65000000001,453419591,3,2019-990,269277,0,269277,201812,215619,269277,WORLD AIDS MUSEUM INCORPORATED,FL,712110.0,A50
200314,10000000.0,6104987.55,10000000.0,592328289,580,2019-990,8782052,13566639,31211721,201809,22253993,26274183,LOWRY PARK ZOOLOGICAL SOCIETY OF TAMPA INC,FL,712130.0,D50
200321,7428.0,3342.6,855182.25,800844382,48,2019-990,1887871,7428,1900405,201812,1820006,1900405,HISTORICORPS,CO,712120.0,A80
200415,0.0,0.0,100290.6,541577658,1,2019-990,56100,0,222868,201902,59663,58866,URBANNA OYSTER FESTIVAL FOUNDATION,VA,712120.0,A84
200466,600.0,270.0,226627.65,800207754,0,2019-990,492065,600,503617,201812,173892,503617,PEALE CENTER FOR BALTIMORE HISTORY HISTORY AND ARCHITECTURE INC,MD,712120.0,A80
200552,89506.0,40277.700000000004,96151.05,752768100,0,2019-990,19552,89506,213669,201812,95793,99154,TEXAS COUNTRY MUSIC HALL OF FAME,TX,712110.0,A50
